id,brand,closure,code,description,heel_height,heel_type,inner_material,name,outer_material,price,shoe_width,sole,created_at,review_count,review_score,sold_count,stock_count,updated_at
647,Hunter,Slip-On,B00K1WC62C,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n30 x 19.99 x 10.01 cm; 793.79 Grams\n\n\nDate First Available: \n21 Aug. 2014\n\n\nManufacturer: \nHunter\n\n\nASIN: \nB00K1WC5DW\n\n\nItem model number: \nWFS1000RGL-BLK\n\n\nDepartment: \nWomen,2.5 centimetres,Flat,Textile,Hunter Women's Wmn Org Short Gloss Wellington Boots,Rubber,90.99,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
648,Bianco,Lace-Up,B07DDYK2QV,Package Dimensions: \n31 x 21.4 x 11.4 cm; 920 Grams\n\n\nDate First Available: \n2 Oct. 2018\n\n\nManufacturer: \nBianco\n\n\nASIN: \nB07DDVBHXV\n\n\nItem model number: \n25-49960\n\n\nDepartment: \nWomen,4 centimetres,Flat,Leather,Bianco Women's Inn. Lace Shoe Trainers,Leather,19.09,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
649,Visit the Skechers Store,Pull On,B08ZNNLL93,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n30.23 x 18.29 x 10.41 cm; 940 Grams\n\n\nDate First Available: \n22 Mar. 2021\n\n\nManufacturer: \nSkechers\n\n\nASIN: \nB08ZNNLL93\n\n\nItem model number: \n155503\n\n\nDepartment: \nWomen,1 centimetres,Flat,Cotton,"Skechers Women's Poppy Sneaker, White, 5.5 UK",Cotton,51.28,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
650,Visit the Keds Store,Lace-Up,B08GHZJL4V,Package Dimensions: \n27.43 x 15.75 x 9.91 cm; 476 Grams\n\n\nDate First Available: \n26 Oct. 2020\n\n\nManufacturer: \nKeds\n\n\nASIN: \nB08GJ15Q8K\n\n\nItem model number: \nWH64603\n\n\nDepartment: \nWomen,1 inches,No Heel,Canvas,Keds Women's Crew Kick Alto Sneaker,Smooth Leather,26.19,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
651,Visit the ara Store,Lace-Up,B08KHMZ8RF,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n30 x 17 x 10 cm; 750 Grams\n\n\nDate First Available: \n1 Oct. 2020\n\n\nManufacturer: \nara Shoes\n\n\nASIN: \nB08KHMBTVP\n\n\nItem model number: \n1224089\n\n\nDepartment: \nWomen,1 centimetres,Flat,Unlined,"ARA Women's Lissabon Sneaker, 3.5 UK",Other Textile,53.32,Schmal,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
652,Irregular Choice,Backstrap,B08H8T9QQS,Package Dimensions: \n25.4 x 15.24 x 6.86 cm; 1 Kilograms\n\n\nDate First Available: \n2 Sept. 2020\n\n\nManufacturer: \nIrregular Choice\n\n\nASIN: \nB08H8QHVRY\n\n\nItem model number: \n4623-1\n\n\nDepartment: \nWomen,11 centimetres,Chunky,Synthetic,Irregular Choice Women's Hippo Pump,Synthetic,52.34,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
653,Visit the Skechers Store,Pull On,B07146MQXT,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n1 x 1 x 1 cm; 255.15 Grams\n\n\nDate First Available: \n21 Nov. 2017\n\n\nManufacturer: \nSkechers\n\n\nASIN: \nB071VN1YT1\n\n\nItem model number: \n54600-BBK\n\n\nDepartment: \nMen,3.8 centimetres,Wedge,Textile,Skechers Men's Go Walk Max Slip On Trainers,Fabric,38.05,M,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
654,ZCQFFF,Lace-Up,B09BNPJH6W,Date First Available: \n2 Aug. 2021\n\n\nManufacturer: \nZCQFFF\n\n\nASIN: \nB09BNM2KNK\n\n\nManufacturer reference: \n9866969673027ZCQFFF\n\n\nDepartment: \nWomen,2.5 centimetres,Flat,Textile,"Printed Sneakers,Mandala, Colorful, Stripes, Art,Casual Running Shoes,Low-Top Sneakers,Jogging Shoes,Suitable for Outdoor Daily Street Walking, Sports, Exercise",Synthetic,32.6,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
655,Josef Seibel,Hook & Loop,B07P3LSH52,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n35.56 x 25.4 x 15.24 cm; 821 Grams\n\n\nDate First Available: \n6 Dec. 2010\n\n\nManufacturer: \nJosef Seibel GmbH\n\n\nASIN: \nB002F9LZ6W\n\n\nItem model number: \n38286 23 600\n\n\nDepartm,2 centimetres,Block,Leather,Josef Seibel Men's Bradfjord 06 Boat Shoes,Leather,51.7,Extra-Weit,Kunststoff,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
656,Visit the Skechers Store,Lace-Up,B07KS6QMZ4,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n28.96 x 22.1 x 11.68 cm; 1 Kilograms\n\n\nDate First Available: \n23 Jan. 2019\n\n\nManufacturer: \nSkechers\n\n\nASIN: \nB07HM7X4YV\n\n\nItem model number: \n12963 BBK\n\n\nDepartment: \nWomen,37 Feet,Flat,Manmade,Skechers 12963/GYLV Sneakers Women,Canvas,37.03,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
657,Visit the Merrell Store,Pull On,B01MZ078ED,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n33 x 20.6 x 12.2 cm; 340.19 Grams\n\n\nDate First Available: \n1 Jun. 2017\n\n\nManufacturer: \nMerrell Footwear\n\n\nASIN: \nB01NCM8V21\n\n\nItem model number: \nJ91833\n\n\nDepartment: \nMen,4 centimetres,Flat,Textile,"Merrell Men's Hiking Shoe, US",Nubuck Leather,79.41,Medium mens_us,Vibram,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
658,JINKUNL,Slip On,B09B7FK3HF,Package Dimensions: \n31.1 x 18.6 x 4.9 cm; 140 Grams\n\n\nDate First Available: \n20 Sept. 2021\n\n\nManufacturer: \nJINKUNL\n\n\nASIN: \nB09B7FK3HF\n\n\nManufacturer reference: \nCD-ZT-BBT-1-fishscale-210\n\n\nCountry of origin: \nChina\n\n\nDepartment: \nMen,2 centimetres,Flat,Faux Fur,JINKUNL Toddler Winter Slippers Boys Girls Plush Warm Sliders Kids Fluffy Home Shoes Toddler Fuzzy House Sandals Childs Anti-Slip Breathable Slippers Fishscale 2 UK,"Mesh, Faux Fur",16.99,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
659,House of Luggage,Pull-On,B077V12KYX,Is Discontinued By Manufacturer: \nNo\n\n\nDate First Available: \n30 Nov. 2017\n\n\nASIN: \nB077TX3MCP\n\n\nDepartment: \nMen,6 centimetres,Western,Leather,Mens Real Leather Cowboy Boots Western Heel Calf Length Pointed Toe Shoes HLG03CA,Leather,144,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
660,Visit the Camper Store,Lace-Up,B083795DR4,Product Dimensions: \n30.5 x 20.5 x 12.5 cm; 400 Grams\n\n\nDate First Available: \n28 Dec. 2019\n\n\nManufacturer: \nCamper\n\n\nASIN: \nB07R5XGK8Q\n\n\nItem model number: \nK200645-026\n\n\nDepartment: \nWomen,2.8 centimetres,Block,Synthetic,Camper Women's Runner Sneaker,Patent Leather,53.75,Normal,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
661,Visit the Keen Store,Hook & Loop,B08GDKCP9S,Product Dimensions: \n25.4 x 38.1 x 15.24 cm; 249.48 Grams\n\n\nDate First Available: \n24 Feb. 2021\n\n\nManufacturer: \nKEEN\n\n\nASIN: \nB08GDSKTK7\n\n\nItem model number: \n1024865\n\n\nDepartment: \nMen,Not Applicable centimetres,No Heel,Leather,KEEN Targhee Open Toe H2 Sandals - AW21,Leather,58.34,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
662,Blundstone,Pull-On,B007DIXYZ0,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n35.56 x 22.86 x 15.24 cm; 680.39 Grams\n\n\nDate First Available: \n16 Nov. 2012\n\n\nManufacturer: \nBlundstone\n\n\nASIN: \nB007DIXY6O\n\n\nItem model number: \nBL585 Rustic Brown\n\n\nDep,0.5 centimetres,Flat,Textile,Blundstone Unisex's Classic Comfort 585 Ankle Boots,Leather,128.94,Normal child_uk,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
663,HTGEWGIR,"【Warm Reminder】The Size Mark On The shoes Is Chinese Size Number. Different Shoe Styles, please Select The Size According To Your Foot Type.",B09963RRF4,Date First Available: \n12 July 2021\n\n\nManufacturer: \nHTGEWGIR\n\n\nASIN: \nB09964Y2MN\n\n\nItem model number: \nslip trainers women\n\n\nDepartment: \nWomen,6 centimetres,"Stiletto，The durable fabric makes them a pair of comfortable and stylish slip on womens trainers, perfect design for daily walking and jogging.——（black shoe lace trainer black sneaker woman black walking shoe black walking shoe woman breathable shoe fitne","【Super Light and Breathable】 Super light, breathable and flexible, just like socks. The breathable and smooth fabric provides great freedom and comfort. Let you enjoy vacation and travel.",Fashion Trainers Breathable Mesh Women Low-top Trainers Casual Comfort Non-Slip Sneakers Inner Heightening Mesh Wedge Soft Bottom Outdoor Walking Shoes Road Running Shoes,"Mesh,Made of great material, it has good sweat-absorbing ability, fits the foot, and is comfortable and dry.",9.58,Medium,"【Rubber】Non slip rubber outsole, with good grip, arch support and traction, makes it more comfortable for walking,work,travel,trip and standing for a long time.",2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
664,Visit the Tommy Hilfiger Store,Zip,B08V1VK9X7,Package Dimensions: \n35 x 22.6 x 13.3 cm; 1.09 Kilograms\n\n\nDate First Available: \n26 Jan. 2021\n\n\nManufacturer: \nPVH\n\n\nASIN: \nB08V1QW1SF\n\n\nItem model number: \nFM0FM03767\n\n\nDepartment: \nMen,Mid-Top,No Heel,Canvas,Tommy Hilfiger Men's Technical Leather Chelsea Fashion Boot,Leather,139.04,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
665,JYC Store,Lace Up,B09CGFLJC8,Date First Available: \n12 Aug. 2021\n\n\nManufacturer: \nZCJ1826\n\n\nASIN: \nB09CG1K6K4\n\n\nItem model number: \nshoes\n\n\nDepartment: \nWomen,5 centimetres,Flat,"Allows you to enjoy sports without sweating your feet., ladies shoes, safety trainers men",Womens Walking Shoes Women's Fashion Front Lace-Up Large Candy Color Low Top Casual Sneakers,"Polyurethane, women sandals, bowling shoes, running belt, women shoes heels",19.38,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
666,Waysoland,Slip On,B08V924MR6,Package Dimensions: \n30.1 x 18 x 6.1 cm; 140 Grams\n\n\nDate First Available: \n1 Aug. 2021\n\n\nManufacturer: \nrongz\n\n\nASIN: \nB09BM8JZ1T\n\n\nDepartment: \nBoy,3 centimetres,Platform,EVA,"Women Men Beach Slippers Summer Sliders Sandals,EVA Open Toe Soft Slippers,Bathroom Pool Shower Anti-Slip Shoes Flip Flops for Indoor & Outdoor",Ethylene Vinyl Acetate,12.19,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
667,Visit the adidas Store,Lace-Up,B07D9HN9N5,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n1 x 1 x 1 cm; 500 Grams\n\n\nDate First Available: \n19 April 2017\n\n\nManufacturer: \nadidas\n\n\nASIN: \nB01N6AMJCB\n\n\nItem model number: \nB74494\n\n\nDepartment: \nMen,1 centimetres,Flat,Textile,adidas Men's Vs Pace Gymnastics Shoes,Synthetic,33.44,Normale,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
668,Visit the HROYL Store,Buckle,B07ZKCCQWZ,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n17.4 x 6.4 x 10 cm; 145.15 Grams\n\n\nDate First Available: \n7 Mar. 2017\n\n\nASIN: \nB01J76Z3KE\n\n\nItem model number: \nI-206-Black-25\n\n\nDepartment: \nWomen,3.5 centimetres,Block,Manmade,HROYL Girls Dance Shoes Satin Latin/Chacha/Samba/Modern/Jazz Dance Shoes Ballroom 206,Satin,25.99,Normal,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
669,Visit the Teva Store,Hook & Loop,B07TCZNWYF,Product Dimensions: \n25.4 x 38.1 x 15.24 cm; 658 Grams\n\n\nDate First Available: \n6 Aug. 2019\n\n\nManufacturer: \nTeva\n\n\nASIN: \nB07TH7S2G4\n\n\nItem model number: \n1106837\n\n\nDepartment: \nUnisex Kids,2.84 centimetres,low-heel,Textile,Teva Unisex's W Tirra Ct Sandal,Synthetic,25.92,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
670,Visit the Panama Jack Store,Lace-Up,B08VDWR7QT,Package Dimensions: \n34 x 29 x 12 cm; 1.35 Kilograms\n\n\nDate First Available: \n29 Jan. 2021\n\n\nManufacturer: \nPanama Jack\n\n\nASIN: \nB08VDQFMNM\n\n\nItem model number: \nPanama 03 C69\n\n\nDepartment: \nMen,3 centimetres,Block,Leather,Panama Jack Men's Panama 03 Combat Boot,Leder,104.2,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
671,Visit the Skechers Store,Slip On,B07VN28Q9X,Product Dimensions: \n25.4 x 38.1 x 15.24 cm; 386 Grams\n\n\nDate First Available: \n28 July 2019\n\n\nManufacturer: \nSKECHERS\n\n\nASIN: \nB07VN28Q9X\n\n\nItem model number: \n16259\n\n\nDepartment: \nWomen,1.25 inches,low-heel,Synthetic,Skechers Women's go 600 Glistening Sandal,Synthetic,24.99,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
672,Visit the WOCK Store,Pull On,B00BN8ZXCS,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n30 x 20 x 10 cm; 759.99 Grams\n\n\nDate First Available: \n13 Mar. 2013\n\n\nManufacturer: \nWOCK\n\n\nASIN: \nB00BN90HLE\n\n\nItem model number: \n4500100\n\n\nDepartment: \nUnisex,1 centimetres,Flat,Without lining,WOCK Unisex's Clog,Rubber,28.01,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
673,Grunland,Buckle,B07CC2J89Y,Package Dimensions: \n30.48 x 17.53 x 11.18 cm; 460 Grams\n\n\nDate First Available: \n22 May 2018\n\n\nManufacturer: \nGRUNLAND\n\n\nASIN: \nB07C34K8MB\n\n\nItem model number: \nCB0001\n\n\nDepartment: \nWomen,1 centimetres,Wedge,Leather,Grunland Women's Sara Beach & Pool Shoes,Leather,37.67,Medium,Cork,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
674,Sergio Tacchini,Lace-Up,B091B3KVKP,Package Dimensions: \n33 x 20 x 10 cm; 1 Kilograms\n\n\nDate First Available: \n29 Mar. 2021\n\n\nASIN: \nB091B3XFG8\n\n\nItem model number: \nSTM117000\n\n\nDepartment: \nMen,3 centimetres,Block,Textile,Sergio Tacchini 117000.4242 Ash Trainers for Men,Nylon,22.75,normale centimetres,Micro,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
675,Marco Tozzi,Lace-Up,B07S9F96JK,Package Dimensions: \n34.8 x 21 x 12.2 cm; 1.02 Kilograms\n\n\nDate First Available: \n25 May 2019\n\n\nManufacturer: \nMarco Tozzi\n\n\nASIN: \nB07S7CYQYX\n\n\nItem model number: \n2-2-23746-34\n\n\nDepartment: \nWomen,5 centimetres,Flat,Textile,MARCO TOZZI Women's 2-2-23746-34 Low-Top Sneakers,Canvas,15.86,Normal,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
676,Bigood,Pull On,B07FKDV4GZ,Item Weight: \n400 Grams\n\n\nDate First Available: \n13 July 2018\n\n\nASIN: \nB07FKFNF5S\n\n\nItem model number: \nBIGOOD180706A639\n\n\nDepartment: \nGirl,1 centimetres,Flat,Unlined,Bigood Men Women's Lovers Quick Drying Sport Aqua Water Swim Shoes Sneakers,Synthetic,18.59,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
677,Visit the Geox Store,Pull On,B016ZKDINE,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n1 x 1 x 1 cm; 780 Grams\n\n\nDate First Available: \n4 Jan. 2016\n\n\nManufacturer: \nGeox\n\n\nASIN: \nB016ZKDINE\n\n\nItem model number: \nD621EC01122\n\n\nDepartment: \nWomen,3 centimetres,Flat,Mesh,Geox Women's D Nebula C Trainers,Cotton,110,Normale,Rubber / Synthetics,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
678,Visit the Freed of London Store,Buckle,B08JWM1TZH,Package Dimensions: \n29 x 16.3 x 9.3 cm; 600 Grams\n\n\nDate First Available: \n23 Sept. 2020\n\n\nManufacturer: \nFreed of London\n\n\nASIN: \nB08JWC974H\n\n\nItem model number: \nJADE\n\n\nDepartment: \nWomen,2.5 inches,Flare Heel,Synthetic,Freed of London Women's Jade Dance Shoe,Synthetic,53.9,Wide,Suede,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
679,AIYIMEI,Hook & Loop,B08DXYPJ2X,Package Dimensions: \n22.1 x 14.48 x 9.4 cm; 410 Grams\n\n\nDate First Available: \n30 July 2020\n\n\nASIN: \nB08DXYPJ2X\n\n\nDepartment: \nGirl,3 centimetres,Block,Synthetic,AIYIMEI Kids Girls Princess Shoes Crystal Bling Low Heel Dress Up Party Bridesmaid Sandals Toddler Baby Elegant Comfy Latin Tango Dance Shoes Single Shoes,Synthetic,25.83,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
680,Visit the Sanita Store,Pull On,B0071JNOQK,Package Dimensions: \n29.4 x 20.4 x 11.8 cm; 920 Grams\n\n\nDate First Available: \n25 Jan. 2012\n\n\nManufacturer: \nSanita\n\n\nASIN: \nB0071JNP0K\n\n\nItem model number: \n1500199M\n\n\nDepartment: \nMen,4.5 centimetres,Block,Leather,Sanita Men's Ralph Open Clogs,Leather,39.53,Medium,Wood,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
681,JYC Store,Slip On,B09CV3Y3BP,Date First Available: \n17 Aug. 2021\n\n\nManufacturer: \nTZj1469\n\n\nASIN: \nB09CV2KQS3\n\n\nItem model number: \nwalking sandals womens\n\n\nDepartment: \nWomen,2.5 centimetres,Flat,"Breathable and comfortable lining., Allows you to enjoy sports without sweating your feet., hiking shoes, trainers for men",Canvas Trainers Shoes Women's Flat Butterfly Pattern Casual Shoes Fashion Slip On Lazy Shoes,"Canvas, trainers for women, white tennis shoes women, running belt, badminton shoes",11.38,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
682,Visit the Geox Store,Pull On,B00BMMJL28,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n33 x 19 x 12 cm; 340.19 Grams\n\n\nDate First Available: \n1 May 2016\n\n\nManufacturer: \nGeox\n\n\nASIN: \nB00BMMJIRG\n\n\nItem model number: \nU34R1C00043C9999\n\n\nDepartment: \nMen,2.5 centimetres,Flat,Leather,Geox Men's U Siron W C Mokassin,Leather,58.98,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
683,adidas Originals,Lace-Up,B0813V47DH,Product Dimensions: \n30 x 35 x 20 cm; 200 Grams\n\n\nDate First Available: \n18 Nov. 2019\n\n\nManufacturer: \nadidas\n\n\nASIN: \nB0813VB74R\n\n\nItem model number: \nEG4960\n\n\nDepartment: \nMen,1 centimetres,Flat,Manmade,adidas Originals Men's Superstar Foundation Sneaker,Synthetic,27.5,Normale,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
684,Voovix,Slip On,B085ZSXX6Q,Package Dimensions: \n29 x 12.6 x 9.4 cm; 520 Grams\n\n\nDate First Available: \n17 Mar. 2020\n\n\nASIN: \nB085ZKFLGM\n\n\nDepartment: \nMen,2 centimetres,"Flat.Suitable for walking on beaches, pool, gardens, parks, walking dogs",Synthetic,Mens Flip-Flops Sport Thong Sandals Beach Summer Beach Walking Slippers Drying Shoes,synthetic,23.24,Normal,Non-slip and wear-resistant rubber sole,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
685,Visit the DKSUKO Store,Slip-On,B07FSH3MZD,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n19.84 x 8.2 x 18.49 cm; 340 Grams\n\n\nDate First Available: \n3 Oct. 2018\n\n\nASIN: \nB07HYW16FS\n\n\nItem model number: \nDKSUKO\n\n\nDepartment: \nUnisex Kids,0.79 inches,low-heel,Textile,DKSUKO Kids Wellies Mid Calf Wellington Boots Toddler Waterproof Rain Boots for Girls Boys,Rubber,12.4,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
686,Visit the Skechers Store,Lace-Up,B07SMBWFBT,Package Dimensions: \n30.48 x 17.78 x 11.43 cm; 153.09 Grams\n\n\nDate First Available: \n31 July 2019\n\n\nManufacturer: \nSkechers\n\n\nASIN: \nB07SRYB9L2\n\n\nItem model number: \n15953\n\n\nDepartment: \nGirl,1.5 inches,Flat,Textile,Skechers Girl's Go Walk 5 Prized Trainers,Synthetic,37.35,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
687,Softinos,Lace-Up,B07Z6VBC8J,Package Dimensions: \n33.27 x 19.8 x 11.68 cm; 660 Grams\n\n\nDate First Available: \n6 Mar. 2020\n\n\nManufacturer: \nSoftinos\n\n\nASIN: \nB07Z6VXHHB\n\n\nItem model number: \nP900561\n\n\nDepartment: \nGirl,3 centimetres,Low,Leather,Softinos Women's Casy561sof Sneaker,Leather,21.91,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
688,Visit the MINITOO Store,Lace-Up,B07K1V688C,Date First Available: \n31 Oct. 2018\n\n\nASIN: \nB07K1WFS1G\n\n\nItem model number: \nMinitooUK-L332-Black4\n\n\nDepartment: \nWomen,5 centimetres,Block,Manmade,MINITOO Women's Ribbon Closed Toe Flounce Practice Professional Dance Shoes L332,Synthetic,19,Normal,Suede,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
689,Voovix,Lace-Up,B07XL7LCCZ,Package Dimensions: \n35.6 x 15 x 11.4 cm; 660 Grams\n\n\nDate First Available: \n16 April 2019\n\n\nASIN: \nB07QPQZJVB\n\n\nDepartment: \nMen,2 centimetres,"Flat.The non-slip design of the sole allows you to enjoy outdoor sports, including hiking, climbing, traveling, running, driving, and exercising.",High quality lining give you a skin-friendly experience. Soft insole provide cushioning support during exercise.,Unisex Wide Toe Minimalist Trail Running Barefoot Shoes Outdoor Sports,"Textile upper, breathable and lightweight.",30.89,Normal,"Flexible rubber sole with a five-finger design, wide toe lets your toes spread and relax, comfortable fit, Suitable for outdoor sports and travel.",2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
690,Waysoland,"No closure. They are the best gifts for little boys and girls, and you can choose them as a birthday or Christmas gift for you or your friend's son or daughter. You really have to like it",B08V8RYX4M,Package Dimensions: \n27.1 x 22.5 x 7.1 cm; 120 Grams\n\n\nDate First Available: \n1 July 2021\n\n\nManufacturer: \nrongz\n\n\nASIN: \nB08V8X771Q\n\n\nDepartment: \nGirl,2 centimetres,"Flat These bathing shoes are very suitable for children at home, bedroom, living room, bedroom, bathroom, swimming pool, beach, garden, etc. They are also very suitable for any style of clothing.",EVA. The pattern of the upper material with bow elements will make your children like more and make them more interesting all summer,"Bathing Shoes Children, Summer Flat Slippers Girls Boys Flip-flops Children Bowknot Mules Non-Slip and Lightweight Beach Slippers Sandals","EVA. Our cute slippers are made of high-quality materials, which makes the shoes have a super high toughness and the children's steps are practical and comfortable.",12.75,Schmal,EVA material. The sole is made of EVA material and the concave convex design provides comfort and first-class grip. It is very suitable for use in the indoor pool or on the beach outdoors.,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
691,UKUGIJIMA,Pull On,B08BXL9C43,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n26.67 x 12.7 x 10.16 cm; 272.16 Grams\n\n\nDate First Available: \n27 Jun. 2020\n\n\nManufacturer: \nUKUGIJIMA\n\n\nASIN: \nB08BXJYGXY\n\n\nItem model number: \nwalking shoes\n\n\nDepartment: \nMen,4 centimetres,Flat,Mesh,UKUGIJIMA Womens Walking Trainers Ladies Slip on Running Shoes Flat Socks Work Sneakers Athletic Tennis Cross Casual Sports,Synthetic,14.44,Normal,Ultra-light MD sole,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
692,Lvptsh,Pull On,B08DTNZW44,Package Dimensions: \n29.21 x 9.4 x 8.38 cm; 380 Grams\n\n\nDate First Available: \n7 May 2021\n\n\nASIN: \nB094D58VDC\n\n\nDepartment: \nMen,1 centimetres,Flat,Textile,Lvptsh Water Shoes Men Women Barefoot Sports Aqua Shoes Beach Swim Shoes Quick Drying Aqua Socks Pool Surf Yoga Running Surfing Boating Shoes,Synthetic,15.99,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
693,Visit the Hotter Store,Lace-Up,B08F5JGQGR,Product Dimensions: \n30 x 20 x 10 cm; 710 Grams\n\n\nDate First Available: \n3 Aug. 2020\n\n\nManufacturer: \nHotter\n\n\nASIN: \nB08F5K4KXF\n\n\nItem model number: \nRAPIDE\n\n\nDepartment: \nWomen,2.5 centimetres,Low,Leather,Hotter Women's Rapid Wide Fit Lace Up Casual Ankle Boots,Smooth Leather,31.4,Wide,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
694,Visit the Reebok Store,Lace-Up,B07D644SZK,Package Dimensions: \n32.5 x 15.5 x 12.5 cm; 400 Grams\n\n\nDate First Available: \n7 Jun. 2019\n\n\nManufacturer: \nReebok\n\n\nASIN: \nB07SXR3HP3\n\n\nItem model number: \nDV8812\n\n\nDepartment: \nMen,1 centimetres,No Heel,Synthetic,Reebok Men's Club C 85 Gymnastics Shoe,Synthetic,34.95,Medium,Polyurethane,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
